	Dataset	

1st column gives source node	
2nd column gives destination node	
3rd column represents initial time of contact	
4th is the end time of contact	
5th column represents No of time of contact	
6th column tells time between two consecutive meeting	
7th column is duration of each contact

1	8	121	121	1	0	0
1	3	236	347	1	0	111
1	4	236	347	1	0	111
1	5	121	464	1	0	343
1	8	585	585	2	464	0
1	5	700	816	2	236	116
1	3	589	940	2	242	351
1	4	589	940	2	242	351
1	9	940	940	1	0	0
1	2	1306	1306	1	0	0
1	8	1662	1662	3	1077	0
1	8	2025	2158	4	363	133
1	2	2387	2387	2	1081	0
1	8	2387	2387	5	229	0
1	8	2969	3195	6	582	226
1	8	4030	4030	7	835	0
1	8	5130	5254	8	1100	124
1	8	5517	5747	9	263	230
1	8	6019	6365	10	272	346
1	8	6605	6605	11	240	0
1	7	7428	7653	1	0	225
1	5	7542	8130	3	6726	588
1	7	8007	8130	2	354	123
1	5	8742	8867	4	612	125
1	4	7428	9105	3	6488	1677
1	5	9228	9353	5	361	125
1	8	9476	9476	12	2871	0
1	5	9598	9713	6	245	115
1	5	9957	9957	7	244	0
1	8	10075	10075	13	599	0
1	8	10549	10557	14	474	8
1	2	10674	10674	3	8287	0
1	5	10195	10911	8	238	716
1	2	10911	10911	4	237	0
1	8	11033	11033	15	476	0
1	5	11157	11494	9	246	337
1	7	11726	11726	3	3596	0
1	7	12680	12680	4	954	0
1	5	12069	12901	10	575	832
1	5	13030	13030	11	129	0
1	5	13282	13793	12	252	511
1	7	13415	14029	5	735	614
1	5	14261	14261	13	468	0
1	7	15390	15390	6	1361	0
1	8	15508	15508	16	4475	0
1	7	15885	15885	7	495	0
1	5	15136	16004	14	875	868
1	7	16135	16135	8	250	0
1	8	17207	17316	17	1699	109
1	5	16129	17784	15	125	1655
1	7	17660	17784	9	1525	124
1	2	18015	18029	5	7104	14
1	8	18398	18398	18	1082	0
1	8	19090	19090	19	692	0
1	4	9476	19323	4	371	9847
1	4	19577	21178	5	254	1601
1	5	21770	21995	16	3986	225
1	7	21879	21995	10	4095	116
1	4	21426	22376	6	248	950
1	4	22614	25165	7	238	2551
1	8	27102	27102	20	8012	0
1	6	74547	74554	1	0	7
1	7	80039	80039	11	58044	0
1	7	80408	80881	12	369	473
1	2	82948	82948	6	64919	0
1	7	82825	83197	13	1944	372
1	2	83315	83315	7	367	0
1	2	83681	83688	8	366	7
1	7	84157	84292	14	960	135
1	7	85127	85127	15	835	0
1	2	86401	86401	9	2713	0
1	4	85373	86881	8	60208	1508
1	2	86763	87118	10	362	355
1	9	87118	87118	2	86178	0
1	3	87118	87227	3	86178	109
1	4	87227	87227	9	346	0
1	2	95973	95973	11	8855	0
1	7	96335	96335	16	11208	0
1	2	96335	96356	12	362	21
1	7	96949	96949	17	614	0
1	4	95973	98392	10	8746	2419
1	2	99100	99100	13	2744	0
1	7	99223	99223	18	2274	0
1	3	95973	99348	4	8746	3375
1	7	101990	101997	19	2767	7
1	7	102484	102484	20	487	0
1	4	98636	103186	11	244	4550
1	6	103186	103186	2	28632	0
1	7	103424	103424	21	940	0
1	2	104261	104261	14	5161	0
1	7	104510	104510	22	1086	0
1	7	105080	105312	23	570	232
1	7	105789	105789	24	477	0
1	7	106146	106517	25	357	371
1	2	106265	106517	15	2004	252
1	3	99808	106874	5	460	7066
1	7	107000	107129	26	483	129
1	2	107129	107129	16	612	0
1	4	103775	107150	12	589	3375
1	3	107129	107274	6	255	145
1	2	107527	107527	17	398	0
1	3	107520	108152	7	246	632
1	7	108266	108266	27	1137	0
1	4	107402	110688	13	252	3286
1	2	111806	112398	18	4279	592
1	4	110937	113579	14	249	2642
1	4	113935	113935	15	356	0
1	9	115094	115094	3	27976	0
1	2	115336	115336	19	2938	0
1	9	115828	115828	4	734	0
1	3	108639	116558	8	487	7919
1	9	116447	116558	5	619	111
1	4	114171	117674	16	236	3503
1	9	173079	173079	6	56521	0
1	9	175935	175942	7	2856	7
1	9	180059	180059	8	4117	0
1	9	180207	181173	9	148	966
1	9	181638	181638	10	465	0
1	9	183093	183093	11	1455	0
1	9	183568	183568	12	475	0
1	9	185865	185865	13	2297	0
1	9	186852	186852	14	987	0
1	9	187576	187576	15	724	0
1	4	187112	187704	17	69438	592
1	9	187830	187958	16	254	128
1	9	188542	188542	17	584	0
1	8	258123	258123	21	231021	0
1	8	258501	258501	22	378	0
1	8	262612	262612	23	4111	0
1	8	265106	265106	24	2494	0
2	8	121	121	1	0	0
2	4	121	121	1	0	0
2	3	121	236	1	0	115
2	7	236	347	1	0	111
2	6	347	464	1	0	117
2	3	589	589	2	353	0
2	6	940	940	2	476	0
2	7	816	1185	2	469	369
2	6	1306	1430	3	366	124
2	7	1662	1662	3	477	0
2	6	1782	1782	4	352	0
2	7	1893	1893	4	231	0
2	8	585	1899	2	464	1314
2	7	2370	2370	5	477	0
2	8	2603	2727	3	704	124
2	7	2952	2952	6	582	0
2	7	3648	3655	7	696	7
2	7	4013	4136	8	358	123
2	1	5237	5244	1	0	7
2	7	12805	12805	9	8669	0
2	4	14639	14876	2	14518	237
2	1	14876	14876	2	9632	0
2	1	17595	17595	3	2719	0
2	7	17826	17826	10	5021	0
2	1	18045	18045	4	450	0
2	5	18157	18164	1	0	7
2	7	19951	20320	11	2125	369
2	3	21802	21802	3	21213	0
2	9	21802	21802	1	0	0
2	5	21928	21928	2	3764	0
2	1	22050	22050	5	4005	0
2	4	22050	22050	3	7174	0
2	1	84191	84542	6	62141	351
2	7	84312	84542	12	63992	230
2	7	85751	85751	13	1209	0
2	1	86911	86911	7	2369	0
2	1	87505	87505	8	594	0
2	4	90378	90378	4	68328	0
2	1	90378	90378	9	2873	0
2	9	90490	90609	2	68688	119
2	3	90490	90609	4	68688	119
2	1	90848	91080	10	470	232
2	6	91202	91202	5	89420	0
2	4	90958	91431	5	580	473
2	3	91316	91677	5	707	361
2	4	91566	91677	6	135	111
2	7	92056	92186	14	6305	130
2	3	92186	92186	6	509	0
2	6	92181	92307	6	979	126
2	4	92056	92416	7	379	360
2	7	92527	92531	15	341	4
2	6	92531	92654	7	224	123
2	7	92779	93380	16	248	601
2	6	92893	93380	8	239	487
2	6	93861	93861	9	481	0
2	4	92654	93985	8	238	1331
2	6	94109	94233	10	248	124
2	6	94468	94719	11	235	251
2	4	94114	95476	9	129	1362
